2022-01-24 22:12:27,2022-01-24 22:12:25,main,-1,LOGIC
2022-01-24 22:12:33,2022-01-24 22:12:34,학년,1,STRING
2022-01-24 22:13:08,2022-01-24 22:13:09,구분,2,STRING
2022-01-24 22:13:29,2022-01-24 22:13:30,학점,3,INT
2022-01-24 22:13:49,2022-01-24 22:13:50,학과,4,STRING
2022-01-24 22:14:06,2022-01-24 22:14:07,교양분류,5,STRING
